Date_Time (GMT), Event, Speed (cm/sec)
2020-04-19 08:35, flood,40
2020-04-19 10:26, slack,-
2020-04-19 13:21, ebb,-25
2020-04-19 14:32, slack,-
2020-04-19 21:05, flood,44
2020-04-19 22:56, slack,-
2020-04-20 01:45, ebb,-26
2020-04-20 02:50, slack,-
2020-04-20 09:23, flood,41
2020-04-20 11:08, slack,-
2020-04-20 13:39, ebb,-26
2020-04-20 15:14, slack,-
2020-04-20 21:47, flood,43
2020-04-20 23:38, slack,-
2020-04-21 02:09, ebb,-27
2020-04-21 03:32, slack,-
2020-04-21 09:59, flood,41
2020-04-21 11:56, slack,-
2020-04-21 13:39, ebb,-27
2020-04-21 15:56, slack,-
2020-04-21 22:29, flood,41
2020-04-22 00:20, slack,-
2020-04-22 02:09, ebb,-28
2020-04-22 04:14, slack,-
2020-04-22 10:23, flood,40
2020-04-22 12:32, slack,-
2020-04-22 14:15, ebb,-28
2020-04-22 16:32, slack,-
2020-04-22 21:29, flood,39
2020-04-23 00:56, slack,-
2020-04-23 02:39, ebb,-29
2020-04-23 04:56, slack,-
2020-04-23 09:53, flood,42
2020-04-23 13:14, slack,-
2020-04-23 14:51, ebb,-29
2020-04-23 17:08, slack,-
2020-04-23 21:53, flood,41
2020-04-24 01:38, slack,-
2020-04-24 03:15, ebb,-30
2020-04-24 05:38, slack,-
2020-04-24 10:23, flood,43
2020-04-24 13:56, slack,-
2020-04-24 15:33, ebb,-30
2020-04-24 17:44, slack,-
2020-04-24 22:29, flood,42
2020-04-25 02:14, slack,-
2020-04-25 03:57, ebb,-31
2020-04-25 06:14, slack,-
2020-04-25 11:05, flood,43
2020-04-25 14:38, slack,-
2020-04-25 16:15, ebb,-31
2020-04-25 18:20, slack,-
2020-04-25 23:05, flood,43
2020-04-26 02:50, slack,-
2020-04-26 04:39, ebb,-32
2020-04-26 06:56, slack,-
2020-04-26 11:47, flood,42
2020-04-26 15:20, slack,-
2020-04-26 16:57, ebb,-31
2020-04-26 18:56, slack,-
2020-04-26 23:53, flood,42
2020-04-27 03:32, slack,-
2020-04-27 05:21, ebb,-33
2020-04-27 07:38, slack,-
2020-04-27 12:41, flood,41
2020-04-27 16:08, slack,-
2020-04-27 17:45, ebb,-31
2020-04-27 19:44, slack,-
2020-04-28 00:41, flood,41
2020-04-28 04:14, slack,-
2020-04-28 06:09, ebb,-33
2020-04-28 08:32, slack,-
2020-04-28 13:35, flood,41
2020-04-28 16:56, slack,-
2020-04-28 18:33, ebb,-30
2020-04-28 20:32, slack,-
2020-04-29 01:35, flood,41
2020-04-29 05:02, slack,-
2020-04-29 06:57, ebb,-32
2020-04-29 09:26, slack,-
2020-04-29 14:29, flood,41
2020-04-29 17:50, slack,-
2020-04-29 19:27, ebb,-30
2020-04-29 21:32, slack,-
2020-04-30 02:35, flood,41
2020-04-30 05:56, slack,-
2020-04-30 07:45, ebb,-32
2020-04-30 10:26, slack,-
2020-04-30 15:23, flood,42
2020-04-30 18:44, slack,-
2020-04-30 20:15, ebb,-29
2020-04-30 22:38, slack,-
2020-05-01 03:29, flood,42
2020-05-01 06:56, slack,-
2020-05-01 08:39, ebb,-31
2020-05-01 11:20, slack,-
2020-05-01 16:17, flood,43
2020-05-01 19:38, slack,-
2020-05-01 21:15, ebb,-29
2020-05-01 23:38, slack,-
2020-05-02 04:29, flood,44
2020-05-02 07:56, slack,-
2020-05-02 09:39, ebb,-31
2020-05-02 12:20, slack,-
2020-05-02 17:17, flood,45
2020-05-02 20:38, slack,-
2020-05-02 22:15, ebb,-30
2020-05-03 00:38, slack,-
2020-05-03 05:29, flood,46
2020-05-03 08:56, slack,-
2020-05-03 10:39, ebb,-32
2020-05-03 13:08, slack,-
2020-05-03 18:11, flood,48
2020-05-03 21:38, slack,-
2020-05-03 23:15, ebb,-32
2020-05-04 01:32, slack,-
2020-05-04 06:29, flood,48
2020-05-04 09:56, slack,-
2020-05-04 11:39, ebb,-34
2020-05-04 14:02, slack,-
2020-05-04 19:11, flood,50
2020-05-04 22:32, slack,-
2020-05-05 00:15, ebb,-35
2020-05-05 02:26, slack,-
2020-05-05 07:35, flood,50
2020-05-05 10:56, slack,-
2020-05-05 12:33, ebb,-35
2020-05-05 14:56, slack,-
2020-05-05 20:17, flood,52
2020-05-05 23:26, slack,-
2020-05-06 01:03, ebb,-37
2020-05-06 03:20, slack,-
2020-05-06 08:53, flood,53
2020-05-06 11:50, slack,-
2020-05-06 13:27, ebb,-36
2020-05-06 15:44, slack,-
2020-05-06 21:29, flood,54
2020-05-07 00:14, slack,-
2020-05-07 01:57, ebb,-38
2020-05-07 04:14, slack,-
2020-05-07 10:11, flood,55
2020-05-07 12:44, slack,-
2020-05-07 14:21, ebb,-36
2020-05-07 16:32, slack,-
2020-05-07 22:17, flood,54
2020-05-08 01:02, slack,-
2020-05-08 02:51, ebb,-39
2020-05-08 05:08, slack,-
2020-05-08 11:11, flood,55
2020-05-08 13:38, slack,-
2020-05-08 15:15, ebb,-36
2020-05-08 17:20, slack,-
2020-05-08 23:05, flood,52
2020-05-09 01:56, slack,-
2020-05-09 03:39, ebb,-38
2020-05-09 06:02, slack,-
2020-05-09 12:17, flood,53
2020-05-09 14:26, slack,-
2020-05-09 16:03, ebb,-34
2020-05-09 18:14, slack,-
2020-05-09 23:59, flood,48
2020-05-10 02:44, slack,-
2020-05-10 04:27, ebb,-37
2020-05-10 06:56, slack,-
2020-05-10 13:17, flood,51
2020-05-10 15:20, slack,-
2020-05-10 16:51, ebb,-32
2020-05-10 19:08, slack,-
2020-05-11 01:29, flood,44
2020-05-11 03:38, slack,-
2020-05-11 05:15, ebb,-34
2020-05-11 07:50, slack,-
2020-05-11 14:17, flood,49
2020-05-11 16:14, slack,-
2020-05-11 17:45, ebb,-29
2020-05-11 20:02, slack,-
2020-05-12 02:29, flood,41
2020-05-12 04:26, slack,-
2020-05-12 06:03, ebb,-31
2020-05-12 08:44, slack,-
2020-05-12 15:17, flood,47
2020-05-12 17:08, slack,-
2020-05-12 18:33, ebb,-27
2020-05-12 21:02, slack,-
2020-05-13 03:29, flood,38
2020-05-13 05:20, slack,-
2020-05-13 06:51, ebb,-28
2020-05-13 09:44, slack,-
2020-05-13 16:11, flood,45
2020-05-13 18:02, slack,-
2020-05-13 19:27, ebb,-24
2020-05-13 22:02, slack,-
2020-05-14 04:23, flood,36
2020-05-14 06:14, slack,-
2020-05-14 07:45, ebb,-25
2020-05-14 10:44, slack,-
2020-05-14 17:05, flood,43
2020-05-14 18:56, slack,-
2020-05-14 20:21, ebb,-22
2020-05-14 23:02, slack,-
2020-05-15 05:17, flood,35
2020-05-15 07:08, slack,-
2020-05-15 08:39, ebb,-23
2020-05-15 11:38, slack,-
2020-05-15 17:59, flood,41
2020-05-15 19:50, slack,-
2020-05-15 22:57, ebb,-21
2020-05-15 23:56, slack,-
2020-05-16 06:17, flood,35
2020-05-16 08:02, slack,-
2020-05-16 09:39, ebb,-21
2020-05-16 11:21, ebb,-22
2020-05-16 12:26, slack,-
2020-05-16 18:53, flood,40
2020-05-16 20:44, slack,-
2020-05-16 23:51, ebb,-23
2020-05-17 00:44, slack,-
2020-05-17 07:05, flood,35
2020-05-17 08:56, slack,-
2020-05-17 12:09, ebb,-22
2020-05-17 13:14, slack,-
2020-05-17 19:41, flood,39
2020-05-17 21:32, slack,-
2020-05-18 00:33, ebb,-24
2020-05-18 01:38, slack,-
2020-05-18 07:59, flood,35
2020-05-18 09:50, slack,-
2020-05-18 12:45, ebb,-23
2020-05-18 13:56, slack,-
2020-05-18 20:29, flood,38
2020-05-18 22:20, slack,-
2020-05-19 01:15, ebb,-25
2020-05-19 02:20, slack,-
2020-05-19 08:47, flood,36
2020-05-19 10:38, slack,-
2020-05-19 12:21, ebb,-24
2020-05-19 14:32, slack,-
2020-05-19 21:17, flood,37
2020-05-19 23:02, slack,-
2020-05-20 01:03, ebb,-26
2020-05-20 03:02, slack,-
2020-05-20 09:23, flood,36
2020-05-20 11:20, slack,-
2020-05-20 12:57, ebb,-25
2020-05-20 15:14, slack,-
2020-05-20 19:59, flood,36
2020-05-20 23:44, slack,-
2020-05-21 01:27, ebb,-27
2020-05-21 03:44, slack,-
2020-05-21 08:35, flood,38
2020-05-21 12:02, slack,-
2020-05-21 13:33, ebb,-27
2020-05-21 15:50, slack,-
2020-05-21 20:35, flood,39
2020-05-22 00:20, slack,-
2020-05-22 02:03, ebb,-29
2020-05-22 04:26, slack,-
2020-05-22 09:17, flood,41
2020-05-22 12:44, slack,-
2020-05-22 14:21, ebb,-28
2020-05-22 16:32, slack,-
2020-05-22 21:17, flood,42
2020-05-23 00:56, slack,-
2020-05-23 02:45, ebb,-31
2020-05-23 05:08, slack,-
2020-05-23 09:59, flood,43
2020-05-23 13:26, slack,-
2020-05-23 15:03, ebb,-30
2020-05-23 17:08, slack,-
2020-05-23 21:59, flood,44
2020-05-24 01:38, slack,-
2020-05-24 03:27, ebb,-33
2020-05-24 05:50, slack,-
2020-05-24 10:41, flood,44
2020-05-24 14:14, slack,-
2020-05-24 15:45, ebb,-31
2020-05-24 17:50, slack,-
2020-05-24 22:41, flood,45
2020-05-25 02:14, slack,-
2020-05-25 04:09, ebb,-34
2020-05-25 06:32, slack,-
2020-05-25 11:23, flood,45
2020-05-25 14:56, slack,-
2020-05-25 16:33, ebb,-32
2020-05-25 18:32, slack,-
2020-05-25 23:23, flood,45
2020-05-26 03:02, slack,-
2020-05-26 04:57, ebb,-35
2020-05-26 07:14, slack,-
2020-05-26 12:17, flood,45
2020-05-26 15:44, slack,-
2020-05-26 17:21, ebb,-32
2020-05-26 19:14, slack,-
2020-05-27 00:17, flood,44
2020-05-27 03:44, slack,-
2020-05-27 05:39, ebb,-36
2020-05-27 08:02, slack,-
2020-05-27 13:11, flood,45
2020-05-27 16:32, slack,-
2020-05-27 18:09, ebb,-32
2020-05-27 20:08, slack,-
2020-05-28 01:11, flood,44
2020-05-28 04:38, slack,-
2020-05-28 06:33, ebb,-36
2020-05-28 08:56, slack,-
2020-05-28 14:11, flood,45
2020-05-28 17:26, slack,-
2020-05-28 19:03, ebb,-32
2020-05-28 21:08, slack,-
2020-05-29 02:11, flood,45
2020-05-29 05:32, slack,-
2020-05-29 07:21, ebb,-35
2020-05-29 09:56, slack,-
2020-05-29 15:05, flood,46
2020-05-29 18:20, slack,-
2020-05-29 19:51, ebb,-32
2020-05-29 22:14, slack,-
2020-05-30 03:11, flood,45
2020-05-30 06:32, slack,-
2020-05-30 08:15, ebb,-34
2020-05-30 10:50, slack,-
2020-05-30 15:59, flood,47
2020-05-30 19:14, slack,-
2020-05-30 20:51, ebb,-31
2020-05-30 23:14, slack,-
2020-05-31 04:11, flood,46
2020-05-31 07:32, slack,-
2020-05-31 09:15, ebb,-33
2020-05-31 11:50, slack,-
2020-05-31 16:53, flood,48
2020-05-31 20:14, slack,-
2020-05-31 21:51, ebb,-31
2020-06-01 00:14, slack,-
2020-06-01 05:11, flood,46
2020-06-01 08:32, slack,-
2020-06-01 10:15, ebb,-32
2020-06-01 12:44, slack,-
2020-06-01 17:47, flood,49
2020-06-01 21:08, slack,-
2020-06-01 22:51, ebb,-33
2020-06-02 01:14, slack,-
2020-06-02 06:17, flood,47
2020-06-02 09:38, slack,-
2020-06-02 11:15, ebb,-32
2020-06-02 13:38, slack,-
2020-06-02 18:47, flood,50
2020-06-02 22:08, slack,-
2020-06-02 23:51, ebb,-34
2020-06-03 02:14, slack,-
2020-06-03 07:41, flood,48
2020-06-03 10:38, slack,-
2020-06-03 12:15, ebb,-33
2020-06-03 14:32, slack,-
2020-06-03 20:05, flood,50
2020-06-03 23:02, slack,-
2020-06-04 00:45, ebb,-36
2020-06-04 03:08, slack,-
2020-06-04 09:23, flood,51
2020-06-04 11:32, slack,-
2020-06-04 13:09, ebb,-33
2020-06-04 15:20, slack,-
2020-06-04 21:35, flood,51
2020-06-04 23:56, slack,-
2020-06-05 01:39, ebb,-37
2020-06-05 04:02, slack,-
2020-06-05 10:23, flood,54
2020-06-05 12:26, slack,-
2020-06-05 14:03, ebb,-33
2020-06-05 16:14, slack,-
2020-06-05 22:29, flood,51
2020-06-06 00:44, slack,-
2020-06-06 02:33, ebb,-37
2020-06-06 04:56, slack,-
2020-06-06 11:17, flood,55
2020-06-06 13:20, slack,-
2020-06-06 14:57, ebb,-32
2020-06-06 17:02, slack,-
2020-06-06 23:23, flood,50
2020-06-07 01:32, slack,-
2020-06-07 03:21, ebb,-36
2020-06-07 05:50, slack,-
2020-06-07 12:11, flood,55
2020-06-07 14:14, slack,-
2020-06-07 15:45, ebb,-31
2020-06-07 17:56, slack,-
2020-06-08 00:17, flood,47
2020-06-08 02:26, slack,-
2020-06-08 04:09, ebb,-35
2020-06-08 06:38, slack,-
2020-06-08 13:05, flood,53
2020-06-08 15:02, slack,-
2020-06-08 16:39, ebb,-30
2020-06-08 18:50, slack,-
2020-06-09 01:17, flood,44
2020-06-09 03:14, slack,-
2020-06-09 04:57, ebb,-33
2020-06-09 07:32, slack,-
2020-06-09 13:59, flood,50
2020-06-09 15:56, slack,-
2020-06-09 17:27, ebb,-28
2020-06-09 19:44, slack,-
2020-06-10 02:11, flood,41
2020-06-10 04:08, slack,-
2020-06-10 05:39, ebb,-30
2020-06-10 08:20, slack,-
2020-06-10 14:53, flood,48
2020-06-10 16:44, slack,-
2020-06-10 18:15, ebb,-26
2020-06-10 20:38, slack,-
2020-06-11 03:05, flood,38
2020-06-11 04:56, slack,-
2020-06-11 06:27, ebb,-28
2020-06-11 09:14, slack,-
2020-06-11 15:41, flood,44
2020-06-11 17:32, slack,-
2020-06-11 19:03, ebb,-24
2020-06-11 21:32, slack,-
2020-06-12 03:53, flood,36
2020-06-12 05:44, slack,-
2020-06-12 07:15, ebb,-26
2020-06-12 10:08, slack,-
2020-06-12 16:35, flood,41
2020-06-12 18:26, slack,-
2020-06-12 19:51, ebb,-22
2020-06-12 22:32, slack,-
2020-06-13 04:41, flood,33
2020-06-13 06:38, slack,-
2020-06-13 08:03, ebb,-24
2020-06-13 11:02, slack,-
2020-06-13 17:23, flood,38
2020-06-13 19:14, slack,-
2020-06-13 20:45, ebb,-21
2020-06-13 23:26, slack,-
2020-06-14 05:29, flood,32
2020-06-14 07:26, slack,-
2020-06-14 08:57, ebb,-22
2020-06-14 11:44, slack,-
2020-06-14 18:11, flood,35
2020-06-14 20:02, slack,-
2020-06-14 21:39, ebb,-21
2020-06-14 23:21, ebb,-21
2020-06-15 00:14, slack,-
2020-06-15 04:59, flood,31
2020-06-15 08:20, slack,-
2020-06-15 09:51, ebb,-21
2020-06-15 12:32, slack,-
2020-06-15 18:59, flood,33
2020-06-15 20:50, slack,-
2020-06-16 00:03, ebb,-22
2020-06-16 01:02, slack,-
2020-06-16 05:41, flood,31
2020-06-16 09:08, slack,-
2020-06-16 10:45, ebb,-21
2020-06-16 13:14, slack,-
2020-06-16 17:47, flood,33
2020-06-16 21:38, slack,-
2020-06-16 23:33, ebb,-23
2020-06-17 01:50, slack,-
2020-06-17 06:23, flood,32
2020-06-17 10:02, slack,-
2020-06-17 11:33, ebb,-23
2020-06-17 13:56, slack,-
2020-06-17 18:29, flood,35
2020-06-17 22:26, slack,-
2020-06-18 00:09, ebb,-25
2020-06-18 02:32, slack,-
2020-06-18 07:11, flood,34
2020-06-18 10:50, slack,-
2020-06-18 12:15, ebb,-24
2020-06-18 14:32, slack,-
2020-06-18 19:11, flood,37
2020-06-18 23:08, slack,-
2020-06-19 00:45, ebb,-27
2020-06-19 03:20, slack,-
2020-06-19 07:59, flood,36
2020-06-19 11:32, slack,-
2020-06-19 13:03, ebb,-26
2020-06-19 15:14, slack,-
2020-06-19 19:53, flood,39
2020-06-19 23:44, slack,-
2020-06-20 01:27, ebb,-29
2020-06-20 03:56, slack,-
2020-06-20 08:47, flood,40
2020-06-20 12:20, slack,-
2020-06-20 13:51, ebb,-28
2020-06-20 15:56, slack,-
2020-06-20 20:41, flood,42
2020-06-21 00:26, slack,-
2020-06-21 02:15, ebb,-32
2020-06-21 04:38, slack,-
2020-06-21 09:35, flood,43
2020-06-21 13:02, slack,-
2020-06-21 14:33, ebb,-30
2020-06-21 16:38, slack,-
2020-06-21 21:29, flood,45
2020-06-22 01:08, slack,-
2020-06-22 02:57, ebb,-34
2020-06-22 05:20, slack,-
2020-06-22 10:17, flood,46
2020-06-22 13:44, slack,-
2020-06-22 15:21, ebb,-32
2020-06-22 17:20, slack,-
2020-06-22 22:17, flood,48
2020-06-23 01:50, slack,-
2020-06-23 03:45, ebb,-36
2020-06-23 06:02, slack,-
2020-06-23 11:05, flood,47
2020-06-23 14:32, slack,-
2020-06-23 16:09, ebb,-33
2020-06-23 18:08, slack,-
2020-06-23 23:05, flood,49
2020-06-24 02:38, slack,-
2020-06-24 04:33, ebb,-38
2020-06-24 06:50, slack,-
2020-06-24 11:53, flood,48
2020-06-24 15:20, slack,-
2020-06-24 16:57, ebb,-34
2020-06-24 18:56, slack,-
2020-06-24 23:53, flood,49
2020-06-25 03:26, slack,-
2020-06-25 05:21, ebb,-38
2020-06-25 07:38, slack,-
2020-06-25 12:47, flood,49
2020-06-25 16:08, slack,-
2020-06-25 17:45, ebb,-35
2020-06-25 19:44, slack,-
2020-06-26 00:53, flood,48
2020-06-26 04:20, slack,-
2020-06-26 06:09, ebb,-38
2020-06-26 08:26, slack,-
2020-06-26 13:47, flood,49
2020-06-26 17:02, slack,-
2020-06-26 18:39, ebb,-35
2020-06-26 20:44, slack,-
2020-06-27 01:53, flood,48
2020-06-27 05:14, slack,-
2020-06-27 07:03, ebb,-37
2020-06-27 09:26, slack,-
2020-06-27 14:41, flood,50
2020-06-27 17:56, slack,-
2020-06-27 19:33, ebb,-34
2020-06-27 21:50, slack,-
2020-06-28 02:53, flood,47
2020-06-28 06:08, slack,-
2020-06-28 07:51, ebb,-35
2020-06-28 10:26, slack,-
2020-06-28 15:35, flood,50
2020-06-28 18:50, slack,-
2020-06-28 20:27, ebb,-33
2020-06-28 22:56, slack,-
2020-06-29 03:53, flood,46
2020-06-29 07:08, slack,-
2020-06-29 08:51, ebb,-33
2020-06-29 11:20, slack,-
2020-06-29 16:29, flood,49
2020-06-29 19:50, slack,-
2020-06-29 21:21, ebb,-32
2020-06-29 23:56, slack,-
2020-06-30 04:53, flood,45
2020-06-30 08:14, slack,-
2020-06-30 09:51, ebb,-31
2020-06-30 12:14, slack,-
2020-06-30 17:23, flood,48
2020-06-30 20:44, slack,-
2020-06-30 22:27, ebb,-32
2020-07-01 00:56, slack,-
2020-07-01 06:11, flood,44
2020-07-01 09:14, slack,-
2020-07-01 10:51, ebb,-30
2020-07-01 13:14, slack,-
2020-07-01 18:29, flood,47
2020-07-01 21:44, slack,-
2020-07-01 23:27, ebb,-33
2020-07-02 01:56, slack,-
2020-07-02 08:11, flood,47
2020-07-02 10:20, slack,-
2020-07-02 11:57, ebb,-30
2020-07-02 14:08, slack,-
2020-07-02 20:29, flood,47
2020-07-02 22:38, slack,-
2020-07-03 00:27, ebb,-34
2020-07-03 02:56, slack,-
2020-07-03 09:17, flood,51
2020-07-03 11:14, slack,-
2020-07-03 12:51, ebb,-30
2020-07-03 15:02, slack,-
2020-07-03 21:35, flood,49
2020-07-03 23:32, slack,-
2020-07-04 01:27, ebb,-34
2020-07-04 03:50, slack,-
2020-07-04 10:11, flood,55
2020-07-04 12:08, slack,-
2020-07-04 13:51, ebb,-30
2020-07-04 15:56, slack,-
2020-07-04 22:29, flood,50
2020-07-05 00:26, slack,-
2020-07-05 02:15, ebb,-34
2020-07-05 04:44, slack,-
2020-07-05 11:05, flood,56
2020-07-05 13:02, slack,-
2020-07-05 14:45, ebb,-30
2020-07-05 16:50, slack,-
2020-07-05 23:17, flood,49
2020-07-06 01:14, slack,-
2020-07-06 03:03, ebb,-34
2020-07-06 05:32, slack,-
2020-07-06 11:53, flood,56
2020-07-06 13:50, slack,-
2020-07-06 15:33, ebb,-30
2020-07-06 17:38, slack,-
2020-07-07 00:05, flood,47
2020-07-07 02:02, slack,-
2020-07-07 03:51, ebb,-33
2020-07-07 06:20, slack,-
2020-07-07 12:47, flood,53
2020-07-07 14:44, slack,-
2020-07-07 16:21, ebb,-29
2020-07-07 18:26, slack,-
2020-07-08 00:59, flood,44
2020-07-08 02:50, slack,-
2020-07-08 04:33, ebb,-32
2020-07-08 07:08, slack,-
2020-07-08 13:35, flood,50
2020-07-08 15:32, slack,-
2020-07-08 17:03, ebb,-28
2020-07-08 19:20, slack,-
2020-07-09 01:47, flood,41
2020-07-09 03:38, slack,-
2020-07-09 05:15, ebb,-30
2020-07-09 07:56, slack,-
2020-07-09 14:23, flood,47
2020-07-09 16:20, slack,-
2020-07-09 17:51, ebb,-27
2020-07-09 20:08, slack,-
2020-07-10 02:29, flood,38
2020-07-10 04:26, slack,-
2020-07-10 06:03, ebb,-29
2020-07-10 08:38, slack,-
2020-07-10 15:11, flood,43
2020-07-10 17:02, slack,-
2020-07-10 18:33, ebb,-25
2020-07-10 21:02, slack,-
2020-07-11 03:11, flood,35
2020-07-11 05:14, slack,-
2020-07-11 06:45, ebb,-27
2020-07-11 09:26, slack,-
2020-07-11 15:53, flood,38
2020-07-11 17:50, slack,-
2020-07-11 19:15, ebb,-24
2020-07-11 21:56, slack,-
2020-07-12 02:47, flood,33
2020-07-12 06:02, slack,-
2020-07-12 07:27, ebb,-25
2020-07-12 10:14, slack,-
2020-07-12 16:35, flood,34
2020-07-12 18:38, slack,-
2020-07-12 20:03, ebb,-22
2020-07-12 22:50, slack,-
2020-07-13 03:29, flood,32
2020-07-13 06:50, slack,-
2020-07-13 08:15, ebb,-23
2020-07-13 11:02, slack,-
2020-07-13 15:47, flood,33
2020-07-13 19:26, slack,-
2020-07-13 20:51, ebb,-21
2020-07-13 23:38, slack,-
2020-07-14 04:11, flood,31
2020-07-14 07:38, slack,-
2020-07-14 09:03, ebb,-22
2020-07-14 11:44, slack,-
2020-07-14 16:23, flood,33
2020-07-14 20:08, slack,-
2020-07-14 21:39, ebb,-21
2020-07-15 00:26, slack,-
2020-07-15 04:53, flood,30
2020-07-15 08:32, slack,-
2020-07-15 09:57, ebb,-21
2020-07-15 12:32, slack,-
2020-07-15 17:05, flood,34
2020-07-15 20:56, slack,-
2020-07-15 22:33, ebb,-22
2020-07-16 01:14, slack,-
2020-07-16 05:47, flood,31
2020-07-16 09:26, slack,-
2020-07-16 10:51, ebb,-22
2020-07-16 13:14, slack,-
2020-07-16 17:47, flood,35
2020-07-16 21:44, slack,-
2020-07-16 23:21, ebb,-24
2020-07-17 02:02, slack,-
2020-07-17 06:35, flood,33
2020-07-17 10:14, slack,-
2020-07-17 11:45, ebb,-23
2020-07-17 14:02, slack,-
2020-07-17 18:35, flood,37
2020-07-17 22:32, slack,-
2020-07-18 00:09, ebb,-27
2020-07-18 02:44, slack,-
2020-07-18 07:23, flood,36
2020-07-18 11:02, slack,-
2020-07-18 12:33, ebb,-26
2020-07-18 14:44, slack,-
2020-07-18 19:23, flood,40
2020-07-18 23:14, slack,-
2020-07-19 00:57, ebb,-30
2020-07-19 03:32, slack,-
2020-07-19 08:17, flood,40
2020-07-19 11:50, slack,-
2020-07-19 13:21, ebb,-28
2020-07-19 15:26, slack,-
2020-07-19 20:17, flood,43
2020-07-19 23:56, slack,-
2020-07-20 01:45, ebb,-33
2020-07-20 04:14, slack,-
2020-07-20 09:11, flood,44
2020-07-20 12:38, slack,-
2020-07-20 14:09, ebb,-31
2020-07-20 16:14, slack,-
2020-07-20 21:05, flood,47
2020-07-21 00:44, slack,-
2020-07-21 02:33, ebb,-36
2020-07-21 04:56, slack,-
2020-07-21 09:59, flood,48
2020-07-21 13:20, slack,-
2020-07-21 14:57, ebb,-33
2020-07-21 16:56, slack,-
2020-07-21 21:53, flood,51
2020-07-22 01:26, slack,-
2020-07-22 03:21, ebb,-38
2020-07-22 05:38, slack,-
2020-07-22 10:47, flood,51
2020-07-22 14:08, slack,-
2020-07-22 15:45, ebb,-35
2020-07-22 17:44, slack,-
2020-07-22 22:47, flood,53
2020-07-23 02:14, slack,-
2020-07-23 04:09, ebb,-40
2020-07-23 06:26, slack,-
2020-07-23 11:35, flood,52
2020-07-23 14:56, slack,-
2020-07-23 16:33, ebb,-37
2020-07-23 18:32, slack,-
2020-07-23 23:35, flood,53
2020-07-24 03:08, slack,-
2020-07-24 04:57, ebb,-40
2020-07-24 07:14, slack,-
2020-07-24 12:23, flood,52
2020-07-24 15:50, slack,-
2020-07-24 17:27, ebb,-37
2020-07-24 19:26, slack,-
2020-07-25 00:35, flood,52
2020-07-25 04:02, slack,-
2020-07-25 05:45, ebb,-40
2020-07-25 08:02, slack,-
2020-07-25 13:23, flood,52
2020-07-25 16:38, slack,-
2020-07-25 18:15, ebb,-37
2020-07-25 20:26, slack,-
2020-07-26 01:35, flood,50
2020-07-26 04:56, slack,-
2020-07-26 06:39, ebb,-38
2020-07-26 08:56, slack,-
2020-07-26 14:17, flood,51
2020-07-26 17:32, slack,-
2020-07-26 19:09, ebb,-36
2020-07-26 21:26, slack,-
2020-07-27 02:35, flood,48
2020-07-27 05:50, slack,-
2020-07-27 07:33, ebb,-36
2020-07-27 09:56, slack,-
2020-07-27 15:11, flood,50
2020-07-27 18:26, slack,-
2020-07-27 20:03, ebb,-34
2020-07-27 22:32, slack,-
2020-07-28 03:41, flood,45
2020-07-28 06:50, slack,-
2020-07-28 08:27, ebb,-32
2020-07-28 10:56, slack,-
2020-07-28 16:05, flood,48
2020-07-28 19:20, slack,-
2020-07-28 20:57, ebb,-32
2020-07-28 23:38, slack,-
2020-07-29 04:53, flood,43
2020-07-29 07:56, slack,-
2020-07-29 09:27, ebb,-29
2020-07-29 11:56, slack,-
2020-07-29 17:05, flood,45
2020-07-29 20:20, slack,-
2020-07-29 22:03, ebb,-30
2020-07-30 00:44, slack,-
2020-07-30 06:47, flood,43
2020-07-30 08:56, slack,-
2020-07-30 10:33, ebb,-27
2020-07-30 12:50, slack,-
2020-07-30 18:59, flood,44
2020-07-30 21:20, slack,-
2020-07-30 23:09, ebb,-30
2020-07-31 01:44, slack,-
2020-07-31 08:05, flood,47
2020-07-31 10:02, slack,-
2020-07-31 11:39, ebb,-27
2020-07-31 13:50, slack,-
2020-07-31 20:23, flood,45
2020-07-31 22:20, slack,-
2020-08-01 00:21, ebb,-31
